,University,Abbreviation,Department,Course_title,Professor,Prerequisite,Scores,Description,University_Homepage,Course_Homepage,Unitcode,Teaching_period,Unit_level,Credit_rating,Available_as_a_free_choice_unit
318,The University of Manchester,UOM,Pharmacy,Properties of Medicines,Leon Aarons,Fundamentals of Biochemistry,Written exam75%Report25%, ,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00544/bsc-chemistry/course-details/PHAR10102,PHAR10102,Semester 2,Level 4,10,Yes
319,The University of Manchester,UOM,Alliance Manchester Business School,Entrepreneurial Skills,Jacob Salder,,"Formative assessment:A short proposal of your chosen business idea presented as a set of power point slides (10 Max) as directed by the unit handbook - this mark not used towards your final mark, but will give you an idea of your unit progress.Summative assessments Assignment:A Business Plan Presentation of 3000 words max (100%) ",This unit is specifically designed so students understand the processes entrepreneurs go through when researching and developing a business opportunity for presentation to potential investors,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00544/bsc-chemistry/course-details/MCEL10002,MCEL10002,Semester 2,Level 1,10,Yes
321,The University of Manchester,UOM,Department of Chemistry,Chemists' Toolkit,Alexander Golovanov,,Written exam20%Written assignment (inc essay)15%Oral assessment/presentation15%Practical skills assessment50%,There are three main components: (i) spectroscopy and analytical chemistry; (ii) mathematics for chemists; (iii) transferable skills.,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00544/bsc-chemistry/course-details/CHEM10520,CHEM10520,Full year,Level 1,20,No
322,The University of Manchester,UOM,"Centre for History of Science, Technology & Medicine (L5)",Bodies in History: An introduction to the History of Medicine,Ian Burney,,2 hour examination (50%); practical assessment (50%),"Bodies in History provides an introduction to medicine in modern Western culture from 1500-2000. You will learn about the themes explored by historians of medicine including: class, race, gender and national identity. Areas of study include, Renaissance Anatomy and Eugenics.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00544/bsc-chemistry/course-details/HSTM10272,HSTM10272,Semester 2,Level 1,10,Yes
323,The University of Manchester,UOM,"School of Environment, Education and Development",Dynamic Earth,Emma Shuttleworth,,Written exam100%,"What is Physical Geography and what does it mean to be a Physical Geographer? The Earth is an ever-changing system and driven by dynamic processes and remarkable events.  Currently the planet faces many challenges - climate change, biodiversity loss, pollution, natural hazards, land use and management, declining resources to name a few.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00544/bsc-chemistry/course-details/GEOG10422,GEOG10422,Semester 2,Level 1,10,Yes
324,The University of Manchester,UOM,Geography,Environmental Processes and Change: The Global System,Jamie Woodward,,"The course will be assessed by an examination at the end of Semester 1. This will be a two-hour exam including multiple choice questions, short answer questions, and one essay style question.","What caused the ice ages? How can long-term tectonic processes change the global climate? Why should we think about river basin processes at the global scale? How does vegetation influence climate? Has the Earth ever been in a Snowball state? What role do volcanoes play in the climate system? Why are these questions important? These are just some of the questions that we will consider in this course. GEOG 10401 presents a global perspective on physical geography and examines key interactions between the atmosphere, lithosphere, biosphere, hydrosphere and cryosphere. We will ask big questions and consider big ideas.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00544/bsc-chemistry/course-details/GEOG10401,GEOG10401,Semester 1,Level 1,10,Yes
325,The University of Manchester,UOM,Alliance Manchester Business School,Fundamentals of Finance,Susanne Espenlaub,"BMAN10552 is a free choice option for students with prior agreement from their home schools. Core for MLBM, CSwBM and MathswBM.",1.5 hour unseen examination (100%) ,"The course unit introduces the basic concepts from a wide spectrum of topics in finance including financial statement analysis, time value of money, capital budgeting, bond valuation, stock valuation, stock returns and market efficiency, portfolio diversification, CAPM, cost of capital, corporate governance, and behavioural finance. In addition, it also introduces empirical research evidences that synthesise the aforementioned topics.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00544/bsc-chemistry/course-details/BMAN10552,BMAN10552,Semester 2,Level 1,10,Yes
326,The University of Manchester,UOM,School of Biological Sciences,Fundamentals of Biochemistry,Alexander Golovanov,A level Biology is strongly recommended.,"Other10%Written exam90%Consists of two parts: eLearning (Blackboard) assessment and exam. eLearning assessment (compulsory) will contribute 10% to the Unit mark. The exam will be 1 hour 45 minutes and composed of short answer questions, all of which are compulsory. Exam contributes 90% of the total mark.","This course unit provides a grounding in the basic principles of Biochemistry, which go well beyond A-level Biology. You will learn about the basic chemical properties of molecules that make life possible and how these properties relate to specific macromolecular structures and functions. Structural proteins, enzymes and macromolecular complexes as protein machines will be studied, as well as the functions of mitochondria in oxidative phosphorylation. The concept of food as a store of energy will be understood, including how this energy can be released during catabolism and how it can be stored during anabolism.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00544/bsc-chemistry/course-details/BIOL10551,BIOL10551,Semester 1,Level 1,10,No
327,The University of Manchester,UOM,Department of Chemistry,Structure and Reactivity,Igor Larrosa,Introductory Chemistry,Written exam100%, ,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00544/bsc-chemistry/course-details/CHEM10412,CHEM10412,Semester 2,Level 1,10,No
328,The University of Manchester,UOM,Department of Chemistry,Introductory Chemistry,Francis Mair,Chemists' Toolkit,Written exam100%,Dr A K Brisdon and Dr F Mair,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00544/bsc-chemistry/course-details/CHEM10101,CHEM10101,Semester 1,Level 1,30,No
329,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Vibrations & Aeroelasticity (Aerospace),Tunde Oyadiji,Dynamics,Written exam80%Report20%,"The course consists of two broad divisions, namely: Vibrations Theory and Aeroelasticity. The Vibrations Theory element of the course is focused on the derivations of the equations of motion, natural frequencies, mode shapes and responses of multiple degrees-of-freedom (MDOF) discrete and continuous systems under free and forced vibrations conditions. The modal analysis technique is used to transform the equations of motion from physical space to modal space in order to facilitate the process for computing the responses of MDOF discrete systems. The Aeroelasticity examines the effects of fluid flow on vibrating structures and considers vortex shedding, static aeroelasticity (divergence) and dynamic aeroelasticity (flutter).",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE31441,MACE31441,Semester 1,Level 3,10,No
330,The University of Manchester,UOM,Department of Chemistry,Coordination Chemistry,Eric McInnes,Introductory Chemistry,Written exam100%, ,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00544/bsc-chemistry/course-details/CHEM10312,CHEM10312,Semester 2,Level 1,10,No
331,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Aircraft Aerodynamics,Mostafa Ahmed Nabawy,,Other37.5%Written exam50%Report12.5%3 x online quizzes ,"Aerodynamics is the study of the interaction of air and external surfaces of solid bodies moving through it. Aerodynamic knowledge is crucial for understanding flight and for the design of efficient flying configurations. This unit teaches the behaviour of 2D aerofoils, finite wings and aircraft in both low-speed and high-speed flows. It also teaches the fundamental knowledge and inviscid flow theories that enable engineering analysis of the generated forces and moments. The unit consists of twenty hours of lectures, four tutorial sessions and a two-hour wind tunnel lab session.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE31321,MACE31321,Semester 1,Level 3,10,No
332,The University of Manchester,UOM,Department of Chemistry,Energy and Change,Jonathan Waltho,,Written exam100%,"he 1st Law of thermodynamics: internal energy, heat, work, enthalpy and heat capacity",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00544/bsc-chemistry/course-details/CHEM10212,CHEM10212,Semester 2,Level 1,10,No
333,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Modelling & Simulation 3,Timothy Craft,,Written exam80%Report20%,"The students are introduced to the mathematical formulations of (1) linear elastic (structural), and (2) fluid flow (CFD) problems and their implementation into numerical schemes. Particular emphasis is placed on the Finite Element and Finite Volume Methods and the associated modelling strategies. Two detailed project exercises are carried out to support the course and highlight the importance of numerical simulations as an important, indeed, essential aid in engineering design.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE30052,MACE30052,Semester 1,Level 3,10,No
334,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Flight Dynamics,Shan Zhong,,Other10%Written exam80%Report10%Other - Online quiz,This course unit detail provides the framework for delivery in 20/21 and may be subject to change due to any additional Covid-19 impact.  Please see Blackboard / course unit related emails for any further updates,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE32202,MACE32202,Semester 2,Level 3,10,No
335,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Conceptual Aerospace Systems Design,Katharine Smith,Aircraft Design,Report90%Oral assessment/presentation10%,"Students carry out a conceptual group design project leading up to a systems requirements review and a preliminary design review.   Conceptual design in aerospace engineering requires requirements analysis, the development of systems models, an understanding of when sufficient analysis has be done to demonstrate the feasibility of a concept, and engineering trade-offs to identify the most promising concepts.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE31521,MACE31521,Semester 1,Level 3,10,No
337,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Structures 3 (Aerospace),Kali-Babu Katnam,Structures 2 (Aerospace),Written exam80%Report20%,This advanced undergraduate unit on Aerospace Structures 3 covers the fundamental concepts required to analyse and design aerospace structures and is an essential part of the undergraduate Aerospace Engineering programme.,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE31302,MACE31302,Semester 2,Level 3,10,No
338,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Data Acquisition & Experimental Methods (Aero),Andrew Weightman,,Written exam50%Practical skills assessment40%Set exercise10%,"The course has two distinct elements the theory of data acquisition and its experimental application utilising LabVIEW software and National Instrument’s hardware. The module will be delivered through a combination of ‘hands on’ LabVIEW programming sessions, lectures, resource based learning exercises and a small group project.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE21442,MACE21442,Semester 2,Level 2,10,No
340,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Project Management (Aero/Mech),Paul Blackwell,,Written exam80%Report20%,"This unit introduces students to Project Management (PM) and its importance to the success of delivering engineering projects that support organisational strategy. The unit discusses various topics within the field of PM and explains how they integrate with each over so that the student develops a good understanding of projects in their entirety. The unit is included in the degree programme as all engineering projects require some level of PM. The unit provides a framework to help ensure that students are able to help deliver industry projects that meet time, cost, and quality requirements. The unit also contributes to the accreditation of the programme from the engineering Institutions.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE22491,MACE22491,Semester 1,Level 2,10,No
341,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Aerospace Propulsion,Ali Turan,,Other5%Written exam80%Report15%Other - In class test 5%,The aim of the unit is to study in a comprehensive manner topics related to current aircraft propulsion units. The activity considers in particular theory and practice of analysis methods and design and development methodologies for aircraft propulsion systems. ,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE31212,MACE31212,Semester 2,Level 3,10,No
342,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Control Engineering (Aerospace),Timothy Abram,,Written exam80%Report20%,"The module introduces classical control theory through the understanding of basic characteristics of open and closed loop control systems. It includes the use of Laplace transform method to represent and analyse system transient and steady-state response; the use of block diagram methods for representing system dynamics in the s domain; system stability analysis using root locus method, and the use of Nyquist and Bode diagrams for frequency response analysis. Practical industrial control system design and analysis is introduced through lectures given by industrial personnel with applications in the aerospace and process industries. Tutorial classes are used to reinforce lectures with worked examples and discussions, and a robotic laboratory session is used to illustrate the operation of a Proportional-Integral-Derivative controller – the system most widely used control system in industry.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE30481,MACE30481,Semester 2,Level 3,10,No
343,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Space Systems,Katherine Smith,,Other20%Written exam80%Other - assessed tutorial work ,"The design and operation of spacecraft is a multidisciplinary operation covering many aspects of engineering. This course provides an introduction to the physics of orbits and the space environment. The basic physics of spacecraft propulsion, orbit manoeuvres and the key drivers for thermal design, power systems, communication systems and attitude control systems are introduced. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE21111,MACE21111,Semester 1,Level 2,10,No
344,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Structures 2 (Aerospace),Azam Tafreshi,,Other10%Written exam80%Report10%Other - assessed tutorial work,• Introduction to mechanics of deformable solids and concept of strain energy,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE21211,MACE21211,Semester 1,Level 2,10,No
345,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Dynamics,Akin Atas,,Other20%Written exam80%Other:Two Blackboard-based quizzes that test the student's understanding of the topics taught during that period ,Dynamics will continue to broaden the students’ knowledge of mechanical systems by extending rigid body kinematics and kinetics into three dimensions using real world examples and applications.  The unit will also introduce students to approaches used to analyse the dynamic response of structures.  The unit is run over twelve weeks with 2 hours of lectures per week and 1 hour of tutorial every alternate week.  Assessment will be via an unseen examination (80%) and coursework (20%).,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE20442,MACE20442,Semester 2,Level 2,10,No
346,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Numerical Methods & Computing (Aerospace),Roohoolamin Darvizeh,Mathematics 1M1,Other10%Written exam80%Report10%,"Modern engineers are faced with the design, analysis and manufacture of highly complex physical systems which can be understood through the application of engineering science.  The description of highly complex systems can require the solution of discrete, differential or integral equations which can be achieved through the application of numerical techniques.  Many of the analysis tools used by modern engineers are founded on numerical methods and it is essential that engineers are aware of the limitation of said tools and methods.  This unit provides an introduction and the foundations underpinning a selection of some of the numerical techniques used in engineering. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE20542,MACE20542,Semester 2,Level 2,10,No
347,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Applied Thermodynamics (Aerospace),Yasser Mahmoudi Larimi,Aerospace and Mechanical Thermodynamics,Other10%Written exam80%Report10%Other - Assessed tutorial work,"Most of the electrical generation in the UK and in many other countries is provided by steam turbine and gas turbine power systems. Road transportation is dominated by petrol and diesel fuelled cars, trucks and buses. Gas turbine engines of various descriptions are employed to propel aircraft and ships. Refrigeration equipment is used in fridges, freezers, heat pumps and air conditioning systems.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE20432,MACE20432,Semester 2,Level 2,10,No
348,The University of Manchester,UOM,"Department of Mechanical, Aerospace & Civil Engineering",Aircraft Performance and Design,Nicholas Bojdo,,Written exam50%Report50%,This course unit detail provides the framework for delivery in 20/21 and may be subject to change due to any additional Covid-19 impact.  Please see Blackboard / course unit related emails for any further updates,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE20400,MACE20400,Full year,Level 2,20,No
349,The University of Manchester,UOM,"Department of Mechanical, Aerospace & Civil Engineering",Flight Test Course,Antonino Filippone,Aircraft Performance & Stability,Pass/Fail,"The course is a mix of lectures on flight safety, relevant regulations, flight testing, data gathering and analysis.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE20230,MACE20230,Semester 2,Level 2,0,No
350,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Fluid Mechanics 2,Shan Zhong,,Written exam80%Report15%Practical skills assessment5%,"This unit extends the basic Fluid Mechanics covered in year 1 to include the differential form of the equations and to apply the equations to the important areas of Open Channel flow, Compressible flow, Viscous flow  and Pipes, Pumps and Compressors. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE20121,MACE20121,Semester 1,Level 2,10,No
351,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Modelling & Simulation 2 (Aerospace),Glen Cooper,,"Other50%Report50%Other - Assessed tutorial work 20%, Laboratory exercises 30% ","This is a foundational unit to introduce students to the fundamental principles and the process of modelling and simulation. The motivations for modelling and simulation and its wider context in engineering is discussed and this is supported by teaching fundamental mathematical knowledge and the use of programming and commercial software to simplify and model real-world situations. The unit aims to enable students to make informed choices to conceive, implement, evaluate, validate and interrogate a model of a physical system.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE20062,MACE20062,Semester 2,Level 2,10,No
352,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Workshop Practice,Zekai Murat Kilic,,Practical skills assessment100%,"The workshop practice covers health and safety training, turning, milling, welding and a fabrication and fitting exercise.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE20020,MACE20020,Full year,Level 1,0,No
353,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Mechanics (Aerospace),Roohoolamin Darvizeh,,Written exam80%Report15%Practical skills assessment5%,"Engineering mechanics is both a foundation and a framework for most of the branches of engineering. The majority of the topics in mechanical and aerospace engineering are based upon this subject. Thus, the theme is critical to the engineering curriculum. The course serves to solidify the student’s understanding of applied mathematics and physics and provides settings to strengthen students' problem-solving abilities.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE11622,MACE11622,Semester 2,Level 1,10,No
354,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Tools for Engineers (Aerospace),Azam Tafreshi,,"In class test - Solidworks 37.5%, Matlab 25%Assessed tutorial work - Solidworks 12.5%, Matlab 25%","The unit consists of two parts, both cover the use of computer software for solving engineering problems. The parts are: Computer Aided Design (CAD) using Solidworks and Programming using Matlab.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE12101,MACE12101,Semester 1,Level 1,10,No
355,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Aerospace and Mechanical Thermodynamics,Amir Keshmiri,,Written exam80%Set exercise20%,"Industrial nations require sources of energy and power for their industries to function and for their citizens to live, together with energy and power conversion machines, devices and systems to provide power in useful forms. Thermodynamic processes provide many of the means by which power is produced and converted to be useable. Most (if not all) power sources are thermodynamical systems. As the global economy continues to grow, there is an increasing need for engineers who understand the strengths and limitations of thermodynamic devices. This is particularly true in the light of global environmental agreements. This course equips students with the elementary skills needed to embark on the analysis of thermodynamic analysis of thermodynamic devices.  The course is taught using a mix of lectures and examples, with strong support via e-learning. The material covers the zeroth, first and second laws of thermodynamics (open and closed systems), temperature, energy, entropy, ideal gases and vapours.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE12012,MACE12012,Semester 2,Level 1,10,No
356,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Structures 1 (Aero),Parthasarathi Mandal,,Other15%Written exam80%Report5%Other - online quiz,"This unit introduces the fundamental topics of structural mechanics in the context of both civil and aerospace structures.  The technical focus is on the ideas of equilibrium, stress resultants, stresses and deflections of beams.  This is presented within a context of structural design, with the importance of qualitative understanding of structural behaviour emphasised.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE11001,MACE11001,Semester 1,Level 1,10,No
357,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Introduction to Aerospace Engineering,Peter Hollingsworth,,Other50%Written exam50%Other - online quiz,"Introduction to aerospace engineering introduces the student to the foundation level knowledge of the subject of aerospace engineering. Laying the groundwork for success in later aerospace specific units. Further, it provides an anchor point for the student to link scientific and discipline level topics, such as aerodynamics, mathematics, mechanics, etc, with the specific needs and issues of aerospace engineering. Additionally, the student will gain an appreciation for the unique aspects of aerospace engineering that set it apart from related disciplines. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE12001,MACE12001,Semester 1,Level 1,10,No
358,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Manufacturing Engineering 1 (Aerospace),Marco Domingos,,Other15%Written exam80%Practical skills assessment5%Other - Online quiz,"Manufacturing engineering companies are vital for our modern economy due to their capability to generate high economic value products and jobs.  The role of a manufacturing engineer is crucial and requires advanced skills in order to analyse and improve complex integrated manufacturing systems.  The module focuses on providing a holistic understanding of the main manufacturing processes by which materials (metals and plastics) can be processed into different products in the most effective, sustainable and efficient way. The module also provides students with a deep knowledge on the techniques required for process/technology selection based on product’s specifications. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE11122,MACE11122,Semester 2,Level 1,10,No
359,The University of Manchester,UOM,Department of Electrical & Electronic Engineering,Electrical Energy Supply & Circuits,Wuqiang Yang,,Written exam80%Report20%,"Electrical energy powers today’s world, from communications via satellites and mobile phones, to domestic appliances, rail transport, machines in industry, major cities and much of the world’s infrastructure. It is also used to control these devices and major systems. It is thus important to all engineering. This unit introduces some aspects of electrical energy through circuit analysis and the generation, supply and use of electricity.    ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE10492,MACE10492,Semester 2,Level 1,10,No
360,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Fluid Mechanics for Aerospace and Mechanical Engineers,Alistair Revell,,Other20%Written exam80%Other: Assessed tutorial work 15% and 5% assessed laboratory,"This unit introduces Fluid Mechanics and fluid motion to 1st year students.  Fluid Mechanics is one of the core and key sciences in most Engineering disciplines, including Mechanical and Aerospace Engineering. Advances in aerodynamic performance, the performance of power producing systems such as gas-turbines, steam turbines and internal combustion engines, the performance of cooling, heating and many other engineering systems rely on a sound understanding and analysis of the flow processes present. This unit provides an introduction to the Fluid Mechanics, focusing on the topics that are relevant to Mechanical and Aerospace Engineering applications. Intended learning outcomes are, understanding of the basics of flow behaviour in engineering systems, awareness of the physical laws that govern fluid motion and development of analytical skills for simple flow systems.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE10421,MACE10421,Semester 1,Level 1,10,No
361,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Introduction to Aircraft Design,William Crowther,,Other40%Report25%Oral assessment/presentation15%Practical skills assessment20%Video,This course unit detail provides the framework for delivery in 20/21 and may be subject to change due to any additional Covid-19 impact.  Please see Blackboard / course unit related emails for any further updates,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE10302,MACE10302,Semester 2,Level 1,10,No
363,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Materials 1 (Aerospace),Matthew Roy,,Other5%Written exam80%Report15%Other - online quiz,"Every engineering application needs to have some appreciation of the materials that are employed to achieve functionality and durability requirements. This course serves as a starting point to develop an engineer’s ability to select a material based on cost and performance, understand limitations and how properties change in service and the ability to critically assess new materials for a given application.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03333/beng-aerospace-engineering/course-details/MACE10001,MACE10001,Semester 1,Level 1,10,No
364,The University of Manchester,UOM,"Spanish, Portuguese and Latin",Introduction to the Cultures of the Lusophone World,David Bailey,,Essay 1 - 25%Essay 2 - 25%Exam - 50%Presentation - 0% , ,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00249/ba-spanish-portuguese-and-latin-american-studies/course-details/SPLA10130,SPLA10130,Full year,Level 1,20,No
365,The University of Manchester,UOM,"Spanish, Portuguese and Latin",Themes in Spanish and Latin American Studies,Jose Valentino Gianuzzi,,Essay - 45%Group presentation - 25%Essay - 30% ,"This course unit is organised thematically around four major topics in Spanish and Latin American Studies: Race and Identity; Protest and Revolution; Modernity and Modernisation; and Power and Culture. Through the course students explore how these themes manifest themselves in different contexts across the Spanish-speaking world. At the same time, students are introduced to basic social and cultural theory and how it can be applied to the analysis of different cultural artefacts from the Spanish-speaking world. The course will introduce students to basic concepts, topics and theories that may inform the content of several future modules in their programmes. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00249/ba-spanish-portuguese-and-latin-american-studies/course-details/SPLA10420,SPLA10420,Full year,Level 1,20,Yes
366,The University of Manchester,UOM,"Spanish, Portuguese and Latin",Cultures of the Hispanic World,Luis Castellvi Laukamp,,Review essay15%Analysis10%Commentary25%Essay50% ,"This course unit combines an introduction to the literatures, cultures and histories of the Spanish-speaking world, from the middle ages to the twenty-first century, with the development of intellectual and analytical tools necessary for the study of Spanish at university level. It furnishes students with a solid basis for further studies by providing them with both the basic background knowledge about Spain and Spanish America and the skills for analysis, academic writing and independent research necessary for making the most out of second- and final-year options. The course focuses on the analysis of texts, images and film within their cultural context through a combination of lectures, which offer an introduction to relevant developments and background, and seminars, centred on the application of the skills acquired to the close examination of cultural artefacts covering a broad spectrum of genres and language styles and registers.      ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00249/ba-spanish-portuguese-and-latin-american-studies/course-details/SPLA10410,SPLA10410,Full year,Level 1,20,Yes
367,The University of Manchester,UOM,"Spanish, Portuguese and Latin",Brazilian Literature,Lucia Sa,SPLA52030,Mid-term Essay20%Final Essay60%Group presentation10%Informed class participation10% ,"Brazil is a large, multi-ethnic country, marked by deep social and geographical contrasts. This course will discuss different aspects of Brazilian culture and society through the analysis of representative works from Brazilian literature. By reading original texts in Portuguese, students will significantly improve their vocabulary and syntax while developing a sophisticated knowledge of Brazilian literature and culture.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00249/ba-spanish-portuguese-and-latin-american-studies/course-details/SPLA20832,SPLA20832,Semester 2,Level 2,20,Yes
368,The University of Manchester,UOM,Division of Psychology and Mental Health,Foundations of Health Psychology,Christopher Armitage,,Essay - 100%,Topics covered will include:,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC11512,PSYC11512,Semester 2,Level 1,10,No
369,The University of Manchester,UOM,Division of Psychology and Mental Health,Foundations in Mental Health & Distress,Filippo Varese,,Exam - 100%,"This is an introductory unit to the study of mental health and distress. It will cover historical and contemporary perspectives on classification and treatment of mental (ill) health and examine the interplay between social, psychological and biological factors in the genesis and maintenance of mental distress. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC11412,PSYC11412,Semester 2,Level 1,10,No
